Change Component Description : Designator=SW2 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW3 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW4 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW5 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change component parameters: Designator = "U4"; Footprint = "LQFP-48_L7.0-W7.0-P0.50-LS9.0-BL"; UniqueID = "\AZFUOCUM"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C76883"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "BLM15AG102SN1D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±25%"; VariantName = "[No Variations]"
Change component parameters: Designator = "L11"; Footprint = "L0603"; UniqueID = "\JLYBZRIB"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Circuits"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "300mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20181120/C333978_3E581FB55966932B05020139ABDE8E01.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DC Resistance"; Value = "650mΩ"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "BLM15AG102SN1D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "L0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Impedance @ Frequency"; Value = "1kΩ@100MHz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "单路 0402磁珠 阻抗1kΩ@100MHz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "muRata(村田)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "BLM15AG102SN1D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "d8d36575a3234d4790bfa765c88664a7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "L0402_L1.0-W0.5-H0.5_BEAD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "39.37,19.685,0,0,0,0,0,0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C76883"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "BLM15AG102SN1D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±25%"; VariantName = "[No Variations]"
Change component parameters: Designator = "D1"; Footprint = "SMA_L4.3-W2.6-LS5.0-FD"; UniqueID = "\XDYNEEEO"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20230828/2D67628D7EFDC2DD386D167E8AEA232D.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "SS24_C7420362"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Diode Configuration"; Value = "独立式"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SMA_L4.3-W2.6-LS5.0-FD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage (Vf@If)"; Value = "550mV@1.0A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "电压:40V 电流:2A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "宏迦橙"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part"; Value = "SS24"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "7e24bebe6cd74171ae8c9de6fc5b78aa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SMA_L4.3-W2.6-LS5.0-FD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "198.4248,103.5431,0,180,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rectified Current"; Value = "2A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Leakage Current (Ir)"; Value = "200uA@40V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Voltage (Vr)"; Value = "40V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SMA(DO-214AC)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C7420362"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "SS24_C7420362"; VariantName = "[No Variations]"
Change component parameters: Designator = "D2"; Footprint = "SMA_L4.3-W2.6-LS5.0-FD"; UniqueID = "\DEVABDEI"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20230828/2D67628D7EFDC2DD386D167E8AEA232D.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "SS24_C7420362"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Diode Configuration"; Value = "独立式"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SMA_L4.3-W2.6-LS5.0-FD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage (Vf@If)"; Value = "550mV@1.0A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "电压:40V 电流:2A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "宏迦橙"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part"; Value = "SS24"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "7e24bebe6cd74171ae8c9de6fc5b78aa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SMA_L4.3-W2.6-LS5.0-FD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "198.4248,103.5431,0,180,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rectified Current"; Value = "2A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Leakage Current (Ir)"; Value = "200uA@40V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Voltage (Vr)"; Value = "40V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SMA(DO-214AC)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C7420362"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "SS24_C7420362"; VariantName = "[No Variations]"
Change component parameters: Designator = "X2"; Footprint = "CRYSTAL-SMD_L11.5-W4.8-LS12.7"; UniqueID = "\JCRXQAXG"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Crystal Type"; Value = "贴片晶振"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20240329/3EBF42EBCAB50CA65B6FA9D7CFA1955A.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "X49SM8MSD2SC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "External load capacitor"; Value = "20pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "CRYSTAL-SMD_L11.5-W4.8-LS12.7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Frequency Stability(Full temperature range)"; Value = "±30ppm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "基础库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "8MHz ±20ppm 20pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YXC(扬兴晶振)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "X49SM8MSD2SC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "6f569b91267b44029b8615eb5c810fba"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "HC-49S_L11.4-W1.8-H3.0-LS12.7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "499.999,188.976,0,180,0,0,0.002,-0.002,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Normal temperature Frequency Tolerance"; Value = "±20ppm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-20℃~+70℃"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "HC-49S-SMD"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "X49SM8MSD2SC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "24MHz"; VariantName = "[No Variations]"
Change component parameters: Designator = "X1"; Footprint = "OSC-SMD_4P-L3.2-W2.5-BL"; UniqueID = "\LPBHEASS"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current - Supply"; Value = "5mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20240731/596E5F7673E50DA744B7F79F139FB8DF.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "OT322525MJBA4SL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "OSC-SMD_4P-L3.2-W2.5-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Frequency Stability"; Value = "±20ppm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "25MHz ±10ppm 1.8V~3.3V YSO110TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YXC(扬兴晶振)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "OT322525MJBA4SL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ae22b8d143894765bc8100c37cb6356f"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "OSC-SMD_4P-L3.2-W2.5-H1.0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "125.984,98.425,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Normal temperature Frequency Tolerance"; Value = "±10ppm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-40℃~+85℃"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Type"; Value = "CMOS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SMD3225-4P"; VariantName = "[No Variations]"
